"date","median","lower","upper","candidate"
2018-08-03,9.449,8.13,10.89,"Boyko"
2018-08-04,9.421,8.066,10.87,"Boyko"
2018-08-05,9.388,8.028,10.88,"Boyko"
2018-08-06,9.359,7.96,10.84,"Boyko"
2018-08-07,9.339,7.909,10.79,"Boyko"
2018-08-08,9.308,7.858,10.77,"Boyko"
2018-08-09,9.28,7.814,10.77,"Boyko"
2018-08-10,9.251,7.783,10.75,"Boyko"
2018-08-11,9.229,7.744,10.71,"Boyko"
2018-08-12,9.195,7.723,10.66,"Boyko"
2018-08-13,9.162,7.684,10.64,"Boyko"
2018-08-14,9.136,7.653,10.59,"Boyko"
2018-08-15,9.11,7.614,10.58,"Boyko"
2018-08-16,9.078,7.595,10.52,"Boyko"
2018-08-17,9.052,7.571,10.51,"Boyko"
2018-08-18,9.028,7.538,10.46,"Boyko"
2018-08-19,9.007,7.51,10.45,"Boyko"
2018-08-20,8.983,7.482,10.41,"Boyko"
2018-08-21,8.961,7.454,10.41,"Boyko"
2018-08-22,8.939,7.458,10.38,"Boyko"
2018-08-23,8.938,7.459,10.39,"Boyko"
2018-08-24,8.938,7.455,10.39,"Boyko"
2018-08-25,8.93,7.436,10.41,"Boyko"
2018-08-26,8.93,7.433,10.39,"Boyko"
2018-08-27,8.924,7.43,10.38,"Boyko"
2018-08-28,8.925,7.435,10.37,"Boyko"
2018-08-29,8.915,7.426,10.38,"Boyko"
2018-08-30,8.919,7.46,10.36,"Boyko"
2018-08-31,8.922,7.471,10.36,"Boyko"
2018-09-01,8.919,7.468,10.34,"Boyko"
2018-09-02,8.92,7.48,10.31,"Boyko"
2018-09-03,8.908,7.498,10.28,"Boyko"
2018-09-04,8.909,7.505,10.29,"Boyko"
2018-09-05,8.91,7.525,10.27,"Boyko"
2018-09-06,8.904,7.532,10.24,"Boyko"
2018-09-07,8.904,7.546,10.22,"Boyko"
2018-09-08,8.89,7.552,10.16,"Boyko"
2018-09-09,8.882,7.563,10.16,"Boyko"
2018-09-10,8.858,7.543,10.15,"Boyko"
2018-09-11,8.839,7.537,10.12,"Boyko"
2018-09-12,8.822,7.532,10.08,"Boyko"
2018-09-13,8.807,7.525,10.06,"Boyko"
2018-09-14,8.788,7.506,10.06,"Boyko"
2018-09-15,8.764,7.498,9.994,"Boyko"
2018-09-16,8.757,7.503,9.989,"Boyko"
2018-09-17,8.754,7.526,9.938,"Boyko"
2018-09-18,8.748,7.527,9.942,"Boyko"
2018-09-19,8.757,7.543,9.977,"Boyko"
2018-09-20,8.777,7.54,10.02,"Boyko"
2018-09-21,8.793,7.529,10.08,"Boyko"
2018-09-22,8.809,7.517,10.09,"Boyko"
2018-09-23,8.833,7.534,10.11,"Boyko"
2018-09-24,8.857,7.544,10.13,"Boyko"
2018-09-25,8.87,7.555,10.21,"Boyko"
2018-09-26,8.896,7.557,10.21,"Boyko"
2018-09-27,8.92,7.585,10.28,"Boyko"
2018-09-28,8.944,7.577,10.29,"Boyko"
2018-09-29,8.96,7.627,10.33,"Boyko"
2018-09-30,8.986,7.629,10.35,"Boyko"
2018-10-01,9.009,7.656,10.38,"Boyko"
2018-10-02,9.036,7.7,10.4,"Boyko"
2018-10-03,9.064,7.74,10.41,"Boyko"
2018-10-04,9.077,7.792,10.43,"Boyko"
2018-10-05,9.106,7.829,10.44,"Boyko"
2018-10-06,9.13,7.864,10.47,"Boyko"
2018-10-07,9.158,7.925,10.45,"Boyko"
2018-10-08,9.175,7.963,10.45,"Boyko"
2018-10-09,9.204,8.001,10.46,"Boyko"
2018-10-10,9.229,8.045,10.45,"Boyko"
2018-10-11,9.253,8.091,10.45,"Boyko"
2018-10-12,9.271,8.116,10.44,"Boyko"
2018-10-13,9.299,8.153,10.44,"Boyko"
2018-10-14,9.31,8.173,10.44,"Boyko"
2018-10-15,9.332,8.187,10.47,"Boyko"
2018-10-16,9.348,8.182,10.47,"Boyko"
2018-10-17,9.346,8.149,10.5,"Boyko"
2018-10-18,9.346,8.135,10.53,"Boyko"
2018-10-19,9.346,8.133,10.57,"Boyko"
2018-10-20,9.344,8.098,10.58,"Boyko"
2018-10-21,9.356,8.103,10.63,"Boyko"
2018-10-22,9.359,8.074,10.65,"Boyko"
2018-10-23,9.352,8.052,10.65,"Boyko"
2018-10-24,9.36,8.056,10.66,"Boyko"
2018-10-25,9.358,8.041,10.67,"Boyko"
2018-10-26,9.357,8.052,10.68,"Boyko"
2018-10-27,9.363,8.044,10.69,"Boyko"
2018-10-28,9.377,8.018,10.66,"Boyko"
2018-10-29,9.372,8.061,10.69,"Boyko"
2018-10-30,9.376,8.067,10.68,"Boyko"
2018-10-31,9.395,8.091,10.72,"Boyko"
2018-11-01,9.402,8.082,10.73,"Boyko"
2018-11-02,9.418,8.083,10.74,"Boyko"
2018-11-03,9.444,8.066,10.8,"Boyko"
2018-11-04,9.469,8.064,10.83,"Boyko"
2018-11-05,9.498,8.068,10.86,"Boyko"
2018-11-06,9.531,8.084,10.93,"Boyko"
2018-11-07,9.558,8.099,10.97,"Boyko"
2018-11-08,9.571,8.121,11.01,"Boyko"
2018-11-09,9.596,8.115,11.05,"Boyko"
2018-11-10,9.631,8.142,11.08,"Boyko"
2018-11-11,9.662,8.158,11.13,"Boyko"
2018-11-12,9.674,8.21,11.15,"Boyko"
2018-11-13,9.703,8.225,11.19,"Boyko"
2018-11-14,9.735,8.242,11.21,"Boyko"
2018-11-15,9.759,8.258,11.23,"Boyko"
2018-11-16,9.778,8.277,11.24,"Boyko"
2018-11-17,9.804,8.303,11.28,"Boyko"
2018-11-18,9.83,8.352,11.27,"Boyko"
2018-11-19,9.862,8.364,11.32,"Boyko"
2018-11-20,9.895,8.415,11.33,"Boyko"
2018-11-21,9.916,8.448,11.33,"Boyko"
2018-11-22,9.944,8.481,11.34,"Boyko"
2018-11-23,9.96,8.534,11.36,"Boyko"
2018-11-24,9.986,8.577,11.38,"Boyko"
2018-11-25,10.02,8.64,11.38,"Boyko"
2018-11-26,10.05,8.693,11.38,"Boyko"
2018-11-27,10.07,8.736,11.39,"Boyko"
2018-11-28,10.09,8.806,11.39,"Boyko"
2018-11-29,10.12,8.838,11.39,"Boyko"
2018-11-30,10.14,8.907,11.39,"Boyko"
2018-12-01,10.16,8.97,11.35,"Boyko"
2018-12-02,10.18,9.017,11.32,"Boyko"
2018-12-03,10.19,9.089,11.34,"Boyko"
2018-12-04,10.2,9.115,11.33,"Boyko"
2018-12-05,10.2,9.12,11.32,"Boyko"
2018-12-06,10.21,9.162,11.31,"Boyko"
2018-12-07,10.22,9.209,11.3,"Boyko"
2018-12-08,10.23,9.229,11.27,"Boyko"
2018-12-09,10.23,9.242,11.27,"Boyko"
2018-12-10,10.25,9.281,11.24,"Boyko"
2018-12-11,10.26,9.29,11.27,"Boyko"
2018-12-12,10.29,9.298,11.29,"Boyko"
2018-12-13,10.31,9.303,11.32,"Boyko"
2018-12-14,10.32,9.336,11.34,"Boyko"
2018-12-15,10.34,9.356,11.36,"Boyko"
2018-12-16,10.36,9.344,11.4,"Boyko"
2018-12-17,10.38,9.356,11.42,"Boyko"
2018-12-18,10.4,9.382,11.44,"Boyko"
2018-12-19,10.41,9.384,11.48,"Boyko"
2018-12-20,10.42,9.361,11.47,"Boyko"
2018-12-21,10.43,9.359,11.48,"Boyko"
2018-12-22,10.43,9.371,11.51,"Boyko"
2018-12-23,10.43,9.342,11.52,"Boyko"
2018-12-24,10.42,9.328,11.52,"Boyko"
2018-12-25,10.41,9.301,11.54,"Boyko"
2018-12-26,10.41,9.282,11.56,"Boyko"
2018-12-27,10.41,9.242,11.55,"Boyko"
2018-12-28,10.4,9.182,11.62,"Boyko"
2018-12-29,10.4,9.151,11.62,"Boyko"
2018-12-30,10.4,9.103,11.64,"Boyko"
2018-12-31,10.39,9.101,11.66,"Boyko"
2019-01-01,10.37,9.076,11.65,"Boyko"
2019-01-02,10.37,9.018,11.65,"Boyko"
2019-01-03,10.36,9.032,11.67,"Boyko"
2019-01-04,10.36,9.039,11.66,"Boyko"
2019-01-05,10.35,9.001,11.68,"Boyko"
2019-01-06,10.34,8.999,11.69,"Boyko"
2019-01-07,10.34,8.965,11.69,"Boyko"
2019-01-08,10.32,8.983,11.69,"Boyko"
2019-01-09,10.31,9.004,11.68,"Boyko"
2019-01-10,10.31,8.963,11.64,"Boyko"
2019-01-11,10.31,8.953,11.63,"Boyko"
2019-01-12,10.3,8.966,11.64,"Boyko"
2019-01-13,10.29,8.98,11.58,"Boyko"
2019-01-14,10.29,8.991,11.57,"Boyko"
2019-01-15,10.28,8.982,11.56,"Boyko"
2019-01-16,10.27,8.989,11.53,"Boyko"
2019-01-17,10.27,9.04,11.49,"Boyko"
2019-01-18,10.26,9.05,11.46,"Boyko"
2019-01-19,10.26,9.064,11.44,"Boyko"
2019-01-20,10.26,9.097,11.4,"Boyko"
2019-01-21,10.24,9.102,11.36,"Boyko"
2019-01-22,10.24,9.135,11.29,"Boyko"
2019-01-23,10.22,9.166,11.26,"Boyko"
2019-01-24,10.21,9.188,11.22,"Boyko"
2019-01-25,10.21,9.195,11.2,"Boyko"
2019-01-26,10.19,9.184,11.18,"Boyko"
2019-01-27,10.17,9.178,11.15,"Boyko"
2019-01-28,10.15,9.157,11.13,"Boyko"
2019-01-29,10.13,9.143,11.11,"Boyko"
2019-01-30,10.13,9.112,11.12,"Boyko"
2019-01-31,10.13,9.076,11.17,"Boyko"
2019-02-01,10.13,9.045,11.18,"Boyko"
2019-02-02,10.13,9.018,11.2,"Boyko"
2019-02-03,10.13,8.996,11.21,"Boyko"
2019-02-04,10.14,8.98,11.23,"Boyko"
2019-02-05,10.14,8.981,11.25,"Boyko"
2019-02-06,10.15,8.961,11.24,"Boyko"
2019-02-07,10.14,8.986,11.22,"Boyko"
2019-02-08,10.15,9.008,11.23,"Boyko"
2019-02-09,10.15,9.02,11.23,"Boyko"
2019-02-10,10.15,9.042,11.22,"Boyko"
2019-02-11,10.16,9.069,11.24,"Boyko"
2019-02-12,10.16,9.079,11.26,"Boyko"
2019-02-13,10.18,9.102,11.26,"Boyko"
2019-02-14,10.19,9.115,11.26,"Boyko"
2019-02-15,10.23,9.171,11.3,"Boyko"
2019-02-16,10.27,9.218,11.34,"Boyko"
2019-02-17,10.3,9.264,11.35,"Boyko"
2019-02-18,10.33,9.288,11.37,"Boyko"
2019-02-19,10.36,9.298,11.39,"Boyko"
2019-02-20,10.38,9.338,11.43,"Boyko"
2019-02-21,10.4,9.348,11.48,"Boyko"
2019-02-22,10.42,9.371,11.48,"Boyko"
2019-02-23,10.44,9.37,11.52,"Boyko"
2019-02-24,10.45,9.367,11.54,"Boyko"
2019-02-25,10.46,9.392,11.54,"Boyko"
2019-02-26,10.48,9.385,11.55,"Boyko"
2019-02-27,10.48,9.403,11.57,"Boyko"
2019-02-28,10.49,9.394,11.59,"Boyko"
2019-03-01,10.48,9.37,11.59,"Boyko"
2019-03-02,10.47,9.35,11.62,"Boyko"
2019-03-03,10.47,9.358,11.58,"Boyko"
2019-03-04,10.47,9.361,11.59,"Boyko"
2019-03-05,10.48,9.368,11.59,"Boyko"
2019-03-06,10.47,9.352,11.59,"Boyko"
2019-03-07,10.47,9.365,11.59,"Boyko"
2019-03-08,10.5,9.384,11.63,"Boyko"
2019-03-09,10.51,9.38,11.66,"Boyko"
2019-03-10,10.53,9.388,11.7,"Boyko"
2019-03-11,10.57,9.415,11.75,"Boyko"
2019-03-12,10.61,9.404,11.81,"Boyko"
2019-03-13,10.66,9.438,11.89,"Boyko"
2019-03-14,10.68,9.435,11.95,"Boyko"
2019-03-15,10.72,9.441,12.04,"Boyko"
2019-03-16,10.75,9.457,12.1,"Boyko"
2019-03-17,10.75,9.41,12.15,"Boyko"
2019-03-18,10.74,9.363,12.17,"Boyko"
2019-03-19,10.73,9.333,12.21,"Boyko"
2019-03-20,10.73,9.281,12.26,"Boyko"
2019-03-21,10.73,9.254,12.28,"Boyko"
2019-03-22,10.73,9.223,12.31,"Boyko"
2019-03-23,10.73,9.155,12.36,"Boyko"
2019-03-24,10.72,9.092,12.44,"Boyko"
2019-03-25,10.72,9.063,12.49,"Boyko"
2017-11-30,7.843,6.572,9.107,"Lyashko"
2017-12-01,7.882,6.581,9.156,"Lyashko"
2017-12-02,7.91,6.598,9.218,"Lyashko"
2017-12-03,7.938,6.612,9.281,"Lyashko"
2017-12-04,7.976,6.627,9.303,"Lyashko"
2017-12-05,8.019,6.656,9.36,"Lyashko"
2017-12-06,8.054,6.707,9.398,"Lyashko"
2017-12-07,8.082,6.74,9.414,"Lyashko"
2017-12-08,8.107,6.77,9.472,"Lyashko"
2017-12-09,8.15,6.786,9.479,"Lyashko"
2017-12-10,8.176,6.832,9.523,"Lyashko"
2017-12-11,8.209,6.884,9.53,"Lyashko"
2017-12-12,8.23,6.934,9.56,"Lyashko"
2017-12-13,8.257,7,9.568,"Lyashko"
2017-12-14,8.288,7.039,9.586,"Lyashko"
2017-12-15,8.299,7.062,9.591,"Lyashko"
2017-12-16,8.314,7.062,9.596,"Lyashko"
2017-12-17,8.32,7.108,9.588,"Lyashko"
2017-12-18,8.333,7.125,9.601,"Lyashko"
2017-12-19,8.359,7.175,9.605,"Lyashko"
2017-12-20,8.387,7.193,9.642,"Lyashko"
2017-12-21,8.423,7.236,9.646,"Lyashko"
2017-12-22,8.459,7.265,9.673,"Lyashko"
2017-12-23,8.49,7.326,9.695,"Lyashko"
2017-12-24,8.525,7.366,9.723,"Lyashko"
2017-12-25,8.56,7.428,9.718,"Lyashko"
2017-12-26,8.592,7.446,9.762,"Lyashko"
2017-12-27,8.629,7.495,9.788,"Lyashko"
2017-12-28,8.668,7.561,9.814,"Lyashko"
2017-12-29,8.707,7.522,9.908,"Lyashko"
2017-12-30,8.745,7.489,10.03,"Lyashko"
2017-12-31,8.789,7.462,10.12,"Lyashko"
2018-01-01,8.831,7.444,10.19,"Lyashko"
2018-01-02,8.864,7.449,10.3,"Lyashko"
2018-01-03,8.915,7.436,10.38,"Lyashko"
2018-01-04,8.95,7.443,10.46,"Lyashko"
2018-01-05,8.997,7.458,10.55,"Lyashko"
2018-01-06,9.048,7.464,10.61,"Lyashko"
2018-01-07,9.093,7.464,10.71,"Lyashko"
2018-01-08,9.124,7.457,10.76,"Lyashko"
2018-01-09,9.165,7.481,10.81,"Lyashko"
2018-01-10,9.215,7.487,10.9,"Lyashko"
2018-01-11,9.253,7.524,10.98,"Lyashko"
2018-01-12,9.296,7.523,11.09,"Lyashko"
2018-01-13,9.337,7.534,11.16,"Lyashko"
2018-01-14,9.381,7.559,11.25,"Lyashko"
2018-01-15,9.422,7.582,11.32,"Lyashko"
2018-01-16,9.466,7.584,11.37,"Lyashko"
2018-01-17,9.504,7.604,11.41,"Lyashko"
2018-01-18,9.548,7.646,11.47,"Lyashko"
2018-01-19,9.588,7.673,11.54,"Lyashko"
2018-01-20,9.63,7.669,11.64,"Lyashko"
2018-01-21,9.67,7.74,11.67,"Lyashko"
2018-01-22,9.712,7.732,11.74,"Lyashko"
2018-01-23,9.749,7.752,11.79,"Lyashko"
2018-01-24,9.782,7.793,11.86,"Lyashko"
2018-01-25,9.81,7.843,11.89,"Lyashko"
2018-01-26,9.862,7.877,11.95,"Lyashko"
2018-01-27,9.895,7.923,12,"Lyashko"
2018-01-28,9.932,7.969,12.05,"Lyashko"
2018-01-29,9.975,8.019,12.09,"Lyashko"
2018-01-30,10,8.036,12.15,"Lyashko"
2018-01-31,10.04,8.065,12.2,"Lyashko"
2018-02-01,10.08,8.101,12.26,"Lyashko"
2018-02-02,10.12,8.145,12.32,"Lyashko"
2018-02-03,10.17,8.164,12.36,"Lyashko"
2018-02-04,10.19,8.215,12.43,"Lyashko"
2018-02-05,10.24,8.248,12.47,"Lyashko"
2018-02-06,10.29,8.296,12.55,"Lyashko"
2018-02-07,10.32,8.347,12.58,"Lyashko"
2018-02-08,10.37,8.386,12.64,"Lyashko"
2018-02-09,10.41,8.437,12.7,"Lyashko"
2018-02-10,10.45,8.486,12.74,"Lyashko"
2018-02-11,10.49,8.512,12.78,"Lyashko"
2018-02-12,10.52,8.573,12.83,"Lyashko"
2018-02-13,10.56,8.586,12.86,"Lyashko"
2018-02-14,10.59,8.634,12.89,"Lyashko"
2018-02-15,10.63,8.692,12.94,"Lyashko"
2018-02-16,10.67,8.74,12.99,"Lyashko"
2018-02-17,10.71,8.746,13.01,"Lyashko"
2018-02-18,10.74,8.804,13,"Lyashko"
2018-02-19,10.76,8.827,13.06,"Lyashko"
2018-02-20,10.77,8.842,13.04,"Lyashko"
2018-02-21,10.8,8.863,13.04,"Lyashko"
2018-02-22,10.76,8.835,12.97,"Lyashko"
2018-02-23,10.72,8.795,12.93,"Lyashko"
2018-02-24,10.68,8.741,12.87,"Lyashko"
2018-02-25,10.63,8.741,12.9,"Lyashko"
2018-02-26,10.59,8.694,12.84,"Lyashko"
2018-02-27,10.56,8.68,12.78,"Lyashko"
2018-02-28,10.52,8.655,12.76,"Lyashko"
2018-03-01,10.5,8.624,12.72,"Lyashko"
2018-03-02,10.45,8.576,12.64,"Lyashko"
2018-03-03,10.42,8.547,12.63,"Lyashko"
2018-03-04,10.38,8.524,12.56,"Lyashko"
2018-03-05,10.34,8.49,12.46,"Lyashko"
2018-03-06,10.31,8.462,12.39,"Lyashko"
2018-03-07,10.26,8.454,12.33,"Lyashko"
2018-03-08,10.22,8.437,12.27,"Lyashko"
2018-03-09,10.18,8.4,12.17,"Lyashko"
2018-03-10,10.16,8.365,12.08,"Lyashko"
2018-03-11,10.11,8.355,12.02,"Lyashko"
2018-03-12,10.08,8.311,11.93,"Lyashko"
2018-03-13,10.05,8.307,11.89,"Lyashko"
2018-03-14,10.01,8.27,11.84,"Lyashko"
2018-03-15,9.98,8.26,11.75,"Lyashko"
2018-03-16,9.949,8.246,11.67,"Lyashko"
2018-03-17,9.914,8.256,11.6,"Lyashko"
2018-03-18,9.874,8.241,11.56,"Lyashko"
2018-03-19,9.848,8.194,11.55,"Lyashko"
2018-03-20,9.821,8.164,11.54,"Lyashko"
2018-03-21,9.799,8.129,11.56,"Lyashko"
2018-03-22,9.763,8.068,11.53,"Lyashko"
2018-03-23,9.73,8.034,11.5,"Lyashko"
2018-03-24,9.694,8.003,11.47,"Lyashko"
2018-03-25,9.684,7.982,11.45,"Lyashko"
2018-03-26,9.651,7.948,11.44,"Lyashko"
2018-03-27,9.604,7.918,11.39,"Lyashko"
2018-03-28,9.58,7.918,11.37,"Lyashko"
2018-03-29,9.561,7.869,11.33,"Lyashko"
2018-03-30,9.536,7.859,11.3,"Lyashko"
2018-03-31,9.509,7.835,11.29,"Lyashko"
2018-04-01,9.485,7.834,11.28,"Lyashko"
2018-04-02,9.469,7.799,11.23,"Lyashko"
2018-04-03,9.437,7.783,11.19,"Lyashko"
2018-04-04,9.418,7.758,11.15,"Lyashko"
2018-04-05,9.391,7.746,11.1,"Lyashko"
2018-04-06,9.367,7.723,11.07,"Lyashko"
2018-04-07,9.344,7.734,11.02,"Lyashko"
2018-04-08,9.317,7.727,10.96,"Lyashko"
2018-04-09,9.282,7.745,10.92,"Lyashko"
2018-04-10,9.25,7.755,10.88,"Lyashko"
2018-04-11,9.225,7.74,10.81,"Lyashko"
2018-04-12,9.195,7.743,10.77,"Lyashko"
2018-04-13,9.169,7.741,10.68,"Lyashko"
2018-04-14,9.145,7.738,10.64,"Lyashko"
2018-04-15,9.115,7.753,10.57,"Lyashko"
2018-04-16,9.084,7.769,10.48,"Lyashko"
2018-04-17,9.05,7.771,10.39,"Lyashko"
2018-04-18,9.01,7.743,10.31,"Lyashko"
2018-04-19,8.969,7.75,10.21,"Lyashko"
2018-04-20,8.884,7.676,10.13,"Lyashko"
2018-04-21,8.811,7.604,10.04,"Lyashko"
2018-04-22,8.737,7.561,9.947,"Lyashko"
2018-04-23,8.699,7.511,9.935,"Lyashko"
2018-04-24,8.659,7.432,9.91,"Lyashko"
2018-04-25,8.62,7.355,9.873,"Lyashko"
2018-04-26,8.602,7.292,9.91,"Lyashko"
2018-04-27,8.587,7.235,9.961,"Lyashko"
2018-04-28,8.573,7.183,9.968,"Lyashko"
2018-04-29,8.572,7.134,9.974,"Lyashko"
2018-04-30,8.553,7.095,10.01,"Lyashko"
2018-05-01,8.545,7.057,10.02,"Lyashko"
2018-05-02,8.525,7.022,10.03,"Lyashko"
2018-05-03,8.521,6.977,9.998,"Lyashko"
2018-05-04,8.503,6.97,10.01,"Lyashko"
2018-05-05,8.491,6.925,10.02,"Lyashko"
2018-05-06,8.481,6.907,10,"Lyashko"
2018-05-07,8.469,6.891,10.02,"Lyashko"
2018-05-08,8.461,6.857,9.989,"Lyashko"
2018-05-09,8.443,6.835,9.986,"Lyashko"
2018-05-10,8.43,6.846,9.941,"Lyashko"
2018-05-11,8.416,6.837,9.95,"Lyashko"
2018-05-12,8.403,6.826,9.913,"Lyashko"
2018-05-13,8.381,6.796,9.891,"Lyashko"
2018-05-14,8.383,6.813,9.876,"Lyashko"
2018-05-15,8.364,6.85,9.848,"Lyashko"
2018-05-16,8.355,6.842,9.822,"Lyashko"
2018-05-17,8.342,6.847,9.796,"Lyashko"
2018-05-18,8.33,6.867,9.786,"Lyashko"
2018-05-19,8.328,6.874,9.726,"Lyashko"
2018-05-20,8.335,6.888,9.716,"Lyashko"
2018-05-21,8.342,6.926,9.708,"Lyashko"
2018-05-22,8.337,6.931,9.699,"Lyashko"
2018-05-23,8.37,6.943,9.736,"Lyashko"
2018-05-24,8.408,6.954,9.778,"Lyashko"
2018-05-25,8.447,6.939,9.813,"Lyashko"
2018-05-26,8.47,6.948,9.877,"Lyashko"
2018-05-27,8.484,6.941,9.926,"Lyashko"
2018-05-28,8.512,6.949,9.999,"Lyashko"
2018-05-29,8.532,6.948,10.02,"Lyashko"
2018-05-30,8.56,6.965,10.04,"Lyashko"
2018-05-31,8.583,6.968,10.1,"Lyashko"
2018-06-01,8.617,7.004,10.13,"Lyashko"
2018-06-02,8.631,7.034,10.19,"Lyashko"
2018-06-03,8.651,7.055,10.2,"Lyashko"
2018-06-04,8.678,7.097,10.25,"Lyashko"
2018-06-05,8.701,7.113,10.27,"Lyashko"
2018-06-06,8.718,7.12,10.31,"Lyashko"
2018-06-07,8.738,7.147,10.32,"Lyashko"
2018-06-08,8.763,7.18,10.34,"Lyashko"
2018-06-09,8.784,7.209,10.39,"Lyashko"
2018-06-10,8.807,7.253,10.38,"Lyashko"
2018-06-11,8.828,7.307,10.37,"Lyashko"
2018-06-12,8.842,7.33,10.38,"Lyashko"
2018-06-13,8.873,7.387,10.37,"Lyashko"
2018-06-14,8.893,7.44,10.38,"Lyashko"
2018-06-15,8.916,7.459,10.39,"Lyashko"
2018-06-16,8.935,7.512,10.36,"Lyashko"
2018-06-17,8.953,7.562,10.36,"Lyashko"
2018-06-18,8.967,7.596,10.35,"Lyashko"
2018-06-19,8.963,7.642,10.34,"Lyashko"
2018-06-20,8.969,7.681,10.32,"Lyashko"
2018-06-21,8.974,7.7,10.3,"Lyashko"
2018-06-22,8.948,7.689,10.26,"Lyashko"
2018-06-23,8.902,7.672,10.21,"Lyashko"
2018-06-24,8.869,7.644,10.17,"Lyashko"
2018-06-25,8.84,7.595,10.14,"Lyashko"
2018-06-26,8.814,7.56,10.11,"Lyashko"
2018-06-27,8.787,7.535,10.1,"Lyashko"
2018-06-28,8.77,7.517,10.06,"Lyashko"
2018-06-29,8.75,7.487,10.04,"Lyashko"
2018-06-30,8.729,7.494,9.991,"Lyashko"
2018-07-01,8.709,7.486,9.945,"Lyashko"
2018-07-02,8.687,7.493,9.916,"Lyashko"
2018-07-03,8.662,7.494,9.892,"Lyashko"
2018-07-04,8.658,7.488,9.872,"Lyashko"
2018-07-05,8.652,7.497,9.843,"Lyashko"
2018-07-06,8.651,7.473,9.869,"Lyashko"
2018-07-07,8.656,7.462,9.881,"Lyashko"
2018-07-08,8.666,7.432,9.901,"Lyashko"
2018-07-09,8.667,7.411,9.964,"Lyashko"
2018-07-10,8.678,7.395,10.01,"Lyashko"
2018-07-11,8.68,7.365,10.05,"Lyashko"
2018-07-12,8.684,7.348,10.08,"Lyashko"
2018-07-13,8.701,7.349,10.12,"Lyashko"
2018-07-14,8.715,7.336,10.15,"Lyashko"
2018-07-15,8.714,7.307,10.18,"Lyashko"
2018-07-16,8.726,7.31,10.19,"Lyashko"
2018-07-17,8.733,7.324,10.24,"Lyashko"
2018-07-18,8.738,7.315,10.23,"Lyashko"
2018-07-19,8.751,7.348,10.23,"Lyashko"
2018-07-20,8.768,7.365,10.25,"Lyashko"
2018-07-21,8.773,7.396,10.24,"Lyashko"
2018-07-22,8.778,7.397,10.24,"Lyashko"
2018-07-23,8.781,7.426,10.24,"Lyashko"
2018-07-24,8.784,7.428,10.22,"Lyashko"
2018-07-25,8.774,7.441,10.21,"Lyashko"
2018-07-26,8.756,7.46,10.17,"Lyashko"
2018-07-27,8.755,7.458,10.14,"Lyashko"
2018-07-28,8.709,7.391,10.12,"Lyashko"
2018-07-29,8.676,7.329,10.07,"Lyashko"
2018-07-30,8.635,7.287,10.07,"Lyashko"
2018-07-31,8.593,7.258,10.02,"Lyashko"
2018-08-01,8.554,7.203,9.981,"Lyashko"
2018-08-02,8.513,7.145,9.934,"Lyashko"
2018-08-03,8.465,7.102,9.882,"Lyashko"
2018-08-04,8.429,7.049,9.882,"Lyashko"
2018-08-05,8.382,6.978,9.888,"Lyashko"
2018-08-06,8.334,6.914,9.846,"Lyashko"
2018-08-07,8.297,6.838,9.811,"Lyashko"
2018-08-08,8.254,6.764,9.781,"Lyashko"
2018-08-09,8.216,6.676,9.764,"Lyashko"
2018-08-10,8.165,6.636,9.708,"Lyashko"
2018-08-11,8.126,6.602,9.661,"Lyashko"
2018-08-12,8.086,6.548,9.614,"Lyashko"
2018-08-13,8.042,6.48,9.586,"Lyashko"
2018-08-14,7.999,6.446,9.525,"Lyashko"
2018-08-15,7.953,6.414,9.469,"Lyashko"
2018-08-16,7.923,6.369,9.411,"Lyashko"
2018-08-17,7.881,6.351,9.365,"Lyashko"
2018-08-18,7.845,6.337,9.327,"Lyashko"
2018-08-19,7.808,6.282,9.258,"Lyashko"
2018-08-20,7.772,6.253,9.239,"Lyashko"
2018-08-21,7.737,6.272,9.17,"Lyashko"
2018-08-22,7.705,6.233,9.152,"Lyashko"
2018-08-23,7.696,6.191,9.163,"Lyashko"
2018-08-24,7.681,6.155,9.152,"Lyashko"
2018-08-25,7.664,6.111,9.16,"Lyashko"
2018-08-26,7.656,6.085,9.115,"Lyashko"
2018-08-27,7.644,6.071,9.104,"Lyashko"
2018-08-28,7.638,6.019,9.093,"Lyashko"
2018-08-29,7.617,6.035,9.079,"Lyashko"
2018-08-30,7.61,6.025,9.074,"Lyashko"
2018-08-31,7.593,5.993,9.043,"Lyashko"
2018-09-01,7.576,5.98,9.005,"Lyashko"
2018-09-02,7.555,5.993,8.978,"Lyashko"
2018-09-03,7.542,5.975,8.957,"Lyashko"
2018-09-04,7.526,6.035,8.903,"Lyashko"
2018-09-05,7.517,6.059,8.867,"Lyashko"
2018-09-06,7.5,6.058,8.821,"Lyashko"
2018-09-07,7.488,6.063,8.799,"Lyashko"
2018-09-08,7.475,6.11,8.775,"Lyashko"
2018-09-09,7.471,6.135,8.721,"Lyashko"
2018-09-10,7.453,6.141,8.729,"Lyashko"
2018-09-11,7.451,6.133,8.69,"Lyashko"
2018-09-12,7.448,6.124,8.681,"Lyashko"
2018-09-13,7.438,6.164,8.666,"Lyashko"
2018-09-14,7.438,6.152,8.653,"Lyashko"
2018-09-15,7.439,6.163,8.634,"Lyashko"
2018-09-16,7.429,6.175,8.608,"Lyashko"
2018-09-17,7.424,6.193,8.57,"Lyashko"
